relevance,venue,year,facets,relation,confidence,prerank_rank,cited_by_count,oa_url,title,authors,why,key
adjacent,JURIX,2017,intro,example,med,145,6,,Noise Induced Hearing Loss: An Application of the Angelic Methodology,Latifa Al-Abdulkarim; Katie Atkinson; Trevor J. M. Bench-Capon; Stuart Whittle; Rob Williams; Catriona Wolfenden,Angelic methodology deployed as practical executable legal-knowledge tool for a law firm,conf/jurix/Al-AbdulkarimAB17
adjacent,ICAIL,2013,intro,method-to-borrow,med,146,19,http://publica.fraunhofer.de/documents/N-259400.html,Introducing the Carneades web application,Thomas F. Gordon,Carneades web app: computational argument-graph tool for policy deliberation and claims processing,conf/icail/Gordon13
adjacent,ICAIL,1995,bounded-deontics,method-to-borrow,med,151,47,https://dl.acm.org/doi/pdf/10.1145/222092.222096,"On the Relation Between Legal Language and Legal Argument: Assumptions, Applicability and Dynamic Priorities",Henry Prakken; Giovanni Sartor,Logic-programming argumentation framework reasoning about preference relations between norms,conf/icail/PrakkenS95
adjacent,DEON,2012,bounded-deontics,method-to-borrow,med,152,2,,Norms and Learning in Probabilistic Logic-Based Agents,Régis Riveret; Antonino Rotolo; Giovanni Sartor,Probabilistic defeasible logic + Dung argumentation for norm emergence/internalization in learning agents.,conf/deon/RiveretRS12
adjacent,ICAIL,2025,determinacy-frontier,contrasts,med,159,0,https://doi.org/10.1145/3769126.3769208,Tipping the Scales: Balancing Principles,Michal Araszkiewicz; Tomasz Zurek; Adam Z. Wyner; Tom M. van Engers,Balancing conflicting legal principles via proportional optimisation vs binary rule defeat,conf/icail/AraszkiewiczZWE25
adjacent,ICAIL,2017,bounded-deontics,method-to-borrow,med,178,39,,"Classifying sentential modality in legal language: a use case in financial regulations, acts and directives",James O&apos;Neill; Paul Buitelaar; Cécile Robin; Leona O&apos;Brien,ML classification of deontic modality (obligation/prohibition/permission) in financial-regulation text,conf/icail/ONeillBRO17
adjacent,JURIX,2019,intro,method-to-borrow,med,180,3,https://doi.org/10.3233/faia190317,Realising ANGELIC Designs Using Logiak,Katie Atkinson; Trevor J. M. Bench-Capon; Tom Routen; Alejandro Sánchez; Stuart Whittle; Rob Williams; Catriona Wolfenden,Logiak logic-programming system realising ANGELIC executable legal-knowledge designs,conf/jurix/AtkinsonBRSWWW19
adjacent,ICAIL,1991,determinacy-frontier,method-to-borrow,med,187,33,https://dl.acm.org/doi/pdf/10.1145/112646.112666,A Tool in Modelling Disagreement in Law: Preferring the Most Specific Argument,Henry Prakken,Default-logic specificity ordering as a tool for modelling legal disagreement,conf/icail/Prakken91
adjacent,JURIX,2010,determinacy-frontier,method-to-borrow,med,193,14,,Balancing of Legal Principles and Constraint Satisfaction,Michal Araszkiewicz,Alexy's principles-vs-rules balancing recast via constraint-satisfaction coherence theory,conf/jurix/Araszkiewicz10
adjacent,JURIX,2023,fm-in-law,example,med,196,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230955,Automating Business Process Compliance for the EU AI Act,Claudio Novelli; Guido Governatori; Antonino Rotolo,Automating business-process compliance checking for the EU AI Act's risk-based obligations,conf/jurix/NovelliGR23
adjacent,JURIX,2023,determinacy-frontier,method-to-borrow,med,197,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA230948,On Legal Teleological Reasoning,Adam Z. Wyner; Tomasz Zurek,Value-based framework for judges' teleological/discretionary reasoning in justification construction,conf/jurix/WynerZ23
adjacent,ICAIL,1995,intro,prior-art,med,201,66,,An Implementation of Eisner v. Macomber,L. Thorne McCarty,Prolog implementation of a legal-reasoning theory (prototypes/deformations) for a real tax case,conf/icail/McCarty95
adjacent,JURIX,2011,intro,example,med,208,7,,Populating an Online Consultation Tool,Sarah Pulfrey-Taylor; Emily Henthorn; Katie Atkinson; Adam Z. Wyner; Trevor J. M. Bench-Capon,Formalisation of extracted policy arguments feeding an online citizen consultation tool,conf/jurix/Pulfrey-TaylorHAWB11
adjacent,ICAIL,2009,intro,method-to-borrow,med,209,7,,Modular argumentation for modelling legal doctrines of performance relief,Phan Minh Dung; Phan Minh Thang; Nguyen Duy Hung,Modular argumentation modelling contract-law doctrines of performance relief (impossibility/frustration),conf/icail/DungTH09
adjacent,DEON,2010,bounded-deontics,method-to-borrow,med,212,11,,Value-Based Argumentation for Justifying Compliance,Brigitte Burgemeestre; Joris Hulstijn; Yao-Hua Tan,"Value-based argumentation justifying compliance-by-design; compliance/audit angle, not deontic axiomatics.",conf/deon/BurgemeestreHT10
adjacent,ICAIL,1997,intro,prior-art,med,221,26,https://dl.acm.org/doi/pdf/10.1145/261618.261648,A Method for the Development of Legal Knowledge Systems,Pepijn R. S. Visser; Robert W. van Kralingen; Trevor J. M. Bench-Capon,"CommonKADS-based method for building legal knowledge systems, ontology-driven, not exec-specific",conf/icail/VisserKB97
adjacent,ICAIL,2021,intro,method-to-borrow,med,225,4,,On semantics-based minimal revision for legal reasoning,Wachara Fungwacharakorn; Kanae Tsushima; Ken Satoh,Semantics-based minimal revision of logic-program rule-bases for statutory interpretation,conf/icail/Fungwacharakorn21
adjacent,ICAIL,2013,determinacy-frontier,method-to-borrow,med,241,33,,Managing legal interpretation in regulatory compliance,Guido Boella; Marijn Janssen; Joris Hulstijn; Llio Humphreys; Leendert W. N. van der Torre,Eunomos workflow for handling alternative legal interpretations in compliance mapping,conf/icail/BoellaJHHT13
adjacent,ICAIL,2003,bounded-deontics,method-to-borrow,med,253,2,,Rational Norm Creation,Guido Boella; Leendert W. N. van der Torre,Mental-attitude model of norm-evading agents to reason about rational norm creation,conf/icail/BoellaT03
adjacent,JURIX,2021,bounded-deontics,method-to-borrow,med,261,1,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA210344,The Ethics of Controllability as Influenceability,Emiliano Lorini; Giovanni Sartor,STIT-logic analysis of influence/control underpinning causal-normative responsibility,conf/jurix/LoriniS21
adjacent,JURIX,2009,bounded-deontics,method-to-borrow,med,268,19,http://orbilu.uni.lu/handle/10993/24961,Five Guidelines for Normative Multiagent Systems,Guido Boella; Gabriella Pigozzi; Leendert W. N. van der Torre,"Five guidelines for normative multiagent systems, norms as runtime-changeable constraints",conf/jurix/BoellaPT09
adjacent,DEON,2010,bounded-deontics,prior-art,med,269,2,,A Dyadic Operator for the Gradation of Desirability,Guillaume Piolle,"Dyadic deontic operator grading desirability, generalizing SDL obligation; abstract modal-logic construction.",conf/deon/Piolle10
adjacent,ICAIL,2001,determinacy-frontier,method-to-borrow,med,274,36,,Formalizing legal coherence,Jaap Hage,Coherentist formalization linking abstract goals to concrete regulations,conf/icail/Hage01
adjacent,ICAIL,2021,bounded-deontics,method-to-borrow,med,279,51,,A combined rule-based and machine learning approach for automated GDPR compliance checking,Rajaa El Hamdani; Majd Mustapha; David Restrepo Amariles; Aurore Clément Troussel; Sébastien Meeùs; Katsiaryna Krasnashchok,Rule-based+ML pipeline automating GDPR privacy-policy compliance checking,conf/icail/HamdaniMATMK21
adjacent,JURIX,2020,intro,method-to-borrow,med,288,6,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA200880,Arg-tuProlog: A Modular Logic Argumentation Tool for PIL,Roberta Calegari; Giuseppe Contissa; Giuseppe Pisano; Galileo Sartor; Giovanni Sartor,Prolog-based modular argumentation tool for multi-jurisdiction private international law,conf/jurix/CalegariCPSS20
adjacent,ICAIL,2005,intro,method-to-borrow,med,289,13,,A metalogical formalisation of legal argumentation as game trees with defeasible reasoning,Andreas Hamfelt; Jenny Eriksson Lundström; Jørgen Fischer Nilsson,Metalogic-programming formalization of legal argumentation as defeasible game trees,conf/icail/HamfeltLN05
adjacent,JURIX,2018,bounded-deontics,method-to-borrow,med,307,7,https://doi.org/10.3233/978-1-61499-935-5-51,Automated Processing of Privacy Policies Under the EU General Data Protection Regulation,Giuseppe Contissa; Koen Docter; Francesca Lagioia; Marco Lippi; Hans-Wolfgang Micklitz; Przemyslaw Palka; Giovanni Sartor; Paolo Torroni,ML methodology + corpus for automated GDPR privacy-policy compliance checking,conf/jurix/ContissaDL0MPST18
adjacent,ICAIL,2001,determinacy-frontier,method-to-borrow,med,325,10,,Refinement. A tool to deal with inconsistencies,Juliano Maranhão,AGM-style refinement operation for resolving inconsistencies in normative systems,conf/icail/Maranhao01
adjacent,JURIX,2016,determinacy-frontier,method-to-borrow,high,331,2,http://ebooks.iospress.nl/publication/45732,Interpreting Agents,Michal Araszkiewicz; Tomasz Zurek,"Formal typology of interpreting agents; models legal interpretation process, not execution",conf/jurix/AraszkiewiczZ16
adjacent,JURIX,2022,bounded-deontics,method-to-borrow,high,333,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA220467,Transfer Learning for Deontic Rule Classification: The Case Study of the GDPR,Davide Liga; Monica Palmirani,BERT transfer learning to classify deontic GDPR sentences via LegalRuleML/Akoma Ntoso,conf/jurix/LigaP22
adjacent,ICAIL,2023,fm-in-law,method-to-borrow,high,343,3,https://dl.acm.org/doi/pdf/10.1145/3594536.3595153,Do agents dream of abiding by the rules?: Learning norms via behavioral exploration and sparse human supervision,Peter Fratric; Mostafa Mohajeri Parizi; Giovanni Sileno; Tom M. van Engers; Sander Klous,Learns/induces norms via simulation and active learning rather than formal verification,conf/icail/FratricPSEK23
adjacent,ICAIL,2015,fm-in-law,method-to-borrow,high,354,7,,Reliability of electronic evidence: an application for model-based auditing,Rob Christiaanse; Paul Griffioen; Joris Hulstijn,Model-based auditing using mathematical cross-verification equations; contract-monitoring dispute case study,conf/icail/ChristiaanseGH15
adjacent,ICAIL,1993,bounded-deontics,method-to-borrow,low,356,1,https://dl.acm.org/doi/pdf/10.1145/158976.159010,A Logic for Legal Hierarchies,Pierre-Yves Schobbens,Non-monotonic paraconsistent logic for legal hierarchies/contradictory norms,conf/icail/Schobbens93
adjacent,JURIX,2009,intro,method-to-borrow,low,364,9,,Traceability and Change in Legal Requirements Engineering,Alexander Boer; Tom M. van Engers; Radboud Winkels,Traceability of legal requirements to sources of law and implementation (empty abstract),conf/jurix/BoerEW09
adjacent,JURIX,2024,bounded-deontics,method-to-borrow,high,365,4,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241247,Leveraging LLM for Identification and Extraction of Normative Statements,May Myo Zin; Ken Satoh; Georg Borges,LLM (GPT-4o) extraction of implicit normative/traffic rules from judicial decisions,conf/jurix/ZinSB24
adjacent,ICAIL,2001,intro,method-to-borrow,high,369,9,,Tools for placing legal decision support systems on the world wide web,Andrew Stranieri; John Yearwood; John Zeleznikow,Web-deployed legal decision-support shell using decision trees and argument trees,conf/icail/StranieriYZ01
adjacent,ICAIL,1995,determinacy-frontier,method-to-borrow,med,377,50,,Detecting Change in Legal Concepts,Edwina L. Rissland; M. Timur Friedman,Detecting conceptual drift/change in legal concepts (e.g. 'good faith') over time,conf/icail/RisslandF95
adjacent,JURIX,2024,determinacy-frontier,method-to-borrow,high,378,2,https://ebooks.iospress.nl/pdf/doi/10.3233/FAIA241235,Detecting Vague Clauses in Privacy Policies: The Analysis of Data Categories Using BERT Models and LLMs,Giulia Grundler; Ruta Liepina; Mariaceleste Musicco; Francesca Lagioia; Andrea Galassi; Giovanni Sartor; Paolo Torroni,BERT/LLM detection of vague/insufficiently informative clauses in privacy policies,conf/jurix/GrundlerLMLGST24
adjacent,ICAIL,2005,intro,prior-art,high,388,4,,HARE: An Italian Application of SoftLaw&apos;s STATUTE Expert Technology,Giulio Borsari; Claudia Cevenini; Giuseppe Contissa; Stefano Morini; Giovanni Sartor; Peter Still,HARE rule-based tax-procedure system using SoftLaw's STATUTE Expert,conf/icail/BorsariCCMSS05
adjacent,ICAIL,1993,bounded-deontics,method-to-borrow,med,401,38,,Monological Reason-Based Logic: A Low Level Integration of Rule-Based Reasoning and Case-Based Reasoning,Jaap Hage,Reason-based logic integrating rule- and case-based legal reasoning via weighing of reasons,conf/icail/Hage93
adjacent,ICAIL,2003,intro,method-to-borrow,high,417,66,,Using Ontologies for Comparing and Harmonizing Legislation,Alexander Boer; Tom M. van Engers; Radboud Winkels,UML conceptual modeling for comparing/harmonizing legislation across jurisdictions,conf/icail/BoerEW03
adjacent,ICAIL,1995,determinacy-frontier,method-to-borrow,low,462,21,,Teleological Reasoning in Reason-Based Logic,Jaap Hage,Reason-Based Logic distinguishing legal rules from principles/goals,conf/icail/Hage95
adjacent,ICAIL,2003,intro,prior-art,med,463,5,,On Original Generation of Structure in Legal Documents,Steven Orla Kimbrough; Thomas Y. Lee; Balaji Padmanabhan; Yinghui Yang,Advocates formalizing sublanguages of legal documents (SeaSpeak) for automation,conf/icail/KimbroughLPY03
adjacent,ICAIL,2017,intro,method-to-borrow,med,464,19,,Semantic types for computational legal reasoning: propositional connectives and sentence roles in the veterans&apos; claims dataset,Vern R. Walker; Ji Hae Han; Xiang Ni; Kaneyasu Yoseda,Semantic type system for computable legal-rule extraction from statutes/decisions,conf/icail/WalkerHNY17
adjacent,JURIX,2010,determinacy-frontier,method-to-borrow,med,482,4,,Generic Problem Solving Tasks and Agent Roles in Public Administration,Alexander Boer; Tom M. van Engers,Analyzes how law specification loses operational meaning across knowledge roles,conf/jurix/BoerE10
adjacent,DEON,2014,bounded-deontics,method-to-borrow,low,488,7,,Self-governance by Transfiguration: From Learning to Prescriptions,Régis Riveret; Alexander Artikis; Dídac Busquets; Jeremy Pitt,"Reinforcement-learning agents transfiguring learned experience into prescriptive norms; norm-emergence, thin formal-deontic core.",conf/deon/RiveretABP14
adjacent,ICAIL,1991,intro,example,med,489,1,,An Application of the Expert System Shell Sigma-kilagi to the Study of Benefits Regulation of Bologna University,Giovanni Dallara; Carlo Gattei; Giovanni Sartor,Expert-system shell with questionnaires for university benefits regulation,conf/icail/DallaraGS91
adjacent,ICAIL,1997,cnl,method-to-borrow,med,501,16,https://dl.acm.org/doi/pdf/10.1145/261618.261635,Automated Drafting of Self-Explaining Documents,Karl Branting; James C. Lester; Charles B. Callaway,Knowledge-based self-explaining document model with goal/rhetorical structure,conf/icail/BrantingLC97
adjacent,ICAIL,2007,fm-in-law,method-to-borrow,low,503,41,,"How to capture, model, and verify the knowledge of legal, security, and privacy experts: a pattern-based approach",Luca Compagna; Paul El Khoury; Fabio Massacci; Reshma Thomas; Nicola Zannone,Pattern-based capture/model/verify approach for legal/security/privacy knowledge,conf/icail/CompagnaKMTZ07
